order_id,order_date,shipped_date,username,email,phone_number,place,country,postal_code,product,product_category,product_price,quantity,total_amount,payment_method,payment_status,shipping_provider,order_status,delivery_address,tracking_number
1016,2025-05-09,2025-07-14,ygriffin,tmoore@example.net,(631)755-3836x6133,Lake Samantha,Taiwan,16615,Backpack,Accessories,346.18,3,1038.54,PayPal,Paid,FedEx,Delivered,"96409 Ward Manors Apt. 035, West Jacob, CA 42475",e6f84d11-660e-411d-b1a5-b26a2f98aa30
1017,2024-01-24,2024-05-31,greencristian,veronicahuerta@example.com,+1-950-358-8058,Christopherport,Saint Lucia,55408,Shoes,Fashion,828.1,5,4140.5,Debit Card,Paid,FedEx,Pending,"62364 Vazquez Alley, North Howard, LA 82898",50048af3-21dd-4179-b1bd-a48f36a7b1ef
1018,2025-06-23,2025-07-17,jameskarina,jessica87@example.org,(354)755-2344,Angelafort,Bouvet Island (Bouvetoya),18352,Watch,Fashion,290.44,5,1452.2,Cash on Delivery,Unpaid,DHL,Delivered,"54591 Thomas Loop, Freemanview, NJ 59031",91ca7c0d-7f72-49b1-aa18-f6fccb32d14b
1019,2025-06-15,2025-08-09,uwilliams,kwilliams@example.com,001-408-879-3559x1002,South Jessicaton,Martinique,15172,Smartphone,Electronics,460.9,2,921.8,Cash on Delivery,Unpaid,USPS,Shipped,"43223 Robinson Burgs Apt. 483, South Stevenshire, WA 10412",144f1142-4817-48e3-be15-63f57a4d4b51
1020,2023-11-16,2025-02-17,thomasjames,valeriemartinez@example.com,001-817-649-9109x643,Charlesville,Guatemala,51388,Smartphone,Electronics,23.07,2,46.14,Debit Card,Unpaid,FedEx,Shipped,"USNS Miller, FPO AP 94734",4a67cc57-8a46-4456-b47a-f9a88a9cff97
1021,2023-12-19,2024-06-25,dalewhite,johnrivas@example.org,3732438295,Pearsonborough,Grenada,59252,Shoes,Fashion,154.82,4,619.28,Credit Card,Paid,UPS,Delivered,"USS Harvey, FPO AA 25276",bfd6a424-d5e6-4171-b640-826b52d1f4d2
1022,2025-04-25,2025-08-28,eschneider,xarnold@example.org,(948)603-2933,Kevinside,Guadeloupe,09657,Coffee Maker,Home Appliance,327.91,1,327.91,Credit Card,Unpaid,DHL,Cancelled,"1442 Jay Mountains Suite 148, Davidsonburgh, WV 51857",1d74722d-1c18-4fca-9527-0d6a1f92dee1
1023,2024-04-27,2024-11-20,edwingonzalez,karenkane@example.org,(889)821-6940,North Ericfort,Sri Lanka,02976,Watch,Fashion,459.5,2,919.0,Debit Card,Paid,DHL,Delivered,"96517 Horton Lights Suite 275, New Nathan, ME 27024",faed9a50-990a-4fe6-bfef-6f7db9cee49d
1024,2024-11-28,2025-08-10,jasminewagner,terri03@example.net,+1-426-821-5719x6763,Nicolemouth,Samoa,24369,Smartphone,Electronics,618.91,5,3094.55,Cash on Delivery,Unpaid,UPS,Cancelled,"0383 Turner Camp Apt. 043, West Sandra, CA 62155",0109820a-9254-41f9-a9de-f1c086a92f93
1025,2024-10-27,2025-03-08,rjackson,julie39@example.net,928-736-2025,Timothyville,Liberia,18054,Shoes,Fashion,20.94,4,83.76,PayPal,Unpaid,DHL,Delivered,"4093 John Centers, Marcusberg, SD 90481",7d9508ef-86f6-4c6d-828b-b5fa4ca90e14
1026,2025-07-30,2025-08-30,bradfordalejandra,hansenchristopher@example.com,(671)799-8890x00936,West Keithfort,Serbia,47088,Coffee Maker,Home Appliance,693.27,2,1386.54,PayPal,Paid,DHL,Pending,"55142 Tammy Isle Suite 714, Wattsstad, ID 62538",d618037e-ed03-43db-a5d7-ce6a1aace5c9
1027,2024-06-12,2024-08-05,lphillips,ywashington@example.com,(561)204-7559,Keithstad,Mayotte,46795,Desk Lamp,Home Appliance,301.15,2,602.3,Credit Card,Paid,FedEx,Shipped,"Unit 3419 Box 1821, DPO AA 16002",c832c33f-0805-45ec-8b46-cedc40ca30a9
1028,2024-06-09,2025-04-03,pwebb,aaron86@example.net,(921)842-2817,Port Jamesville,Lebanon,21240,Desk Lamp,Home Appliance,405.24,5,2026.2,PayPal,Paid,UPS,Pending,"2652 Sara Junctions, Turnermouth, NC 42961",e0fef53b-315e-44ac-b0e6-d99e75cd720e
1029,2024-07-10,2024-10-04,cassandragutierrez,jeffrey71@example.com,+1-961-937-5560,South Sharon,Jordan,28374,Book,Education,974.99,1,974.99,PayPal,Unpaid,DHL,Cancelled,"622 Cindy Trail Apt. 431, South Anthonytown, OH 60837",0116acb6-b2db-440d-a363-a35b8aa90bb4
1030,2024-07-21,2025-07-23,christopherjones,diane74@example.net,+1-494-977-5270x8379,Cannonborough,Central African Republic,45594,Water Bottle,Accessories,303.67,5,1518.35,PayPal,Unpaid,DHL,Shipped,"3417 Smith Glens, Diaztown, NC 16947",72fb204d-ab86-464a-8883-b008cdb0103e
1031,2024-10-26,2025-03-22,gbrooks,zpark@example.org,946.342.3902,Caitlinville,Sri Lanka,79114,Book,Education,670.33,1,670.33,Credit Card,Paid,DHL,Delivered,"345 Christine Turnpike Suite 317, Littlehaven, UT 73392",79da8af7-4822-4806-b4b1-695fb3a98ef5
1032,2025-05-14,2025-07-25,etucker,cstone@example.com,925-925-7402,Christianhaven,Burkina Faso,74229,Water Bottle,Accessories,217.07,3,651.21,Credit Card,Paid,DHL,Cancelled,"USS Fields, FPO AA 01460",8bffde7e-a5a2-420c-8272-1dee32fdbc78
1033,2024-04-18,2024-10-31,taraphillips,ashleyrogers@example.net,001-233-308-2342x526,Port Graceside,New Zealand,50817,Coffee Maker,Home Appliance,238.02,2,476.04,PayPal,Unpaid,DHL,Pending,"24004 Shelton Ports Apt. 170, Lake Cassandra, TN 16407",3182b440-ce9c-4d75-8245-7a5aee9d6777
1034,2023-11-29,2024-01-26,finleyjohn,katelynpeterson@example.com,572-789-4978,Martinmouth,Libyan Arab Jamahiriya,02948,Shoes,Fashion,808.95,4,3235.8,PayPal,Unpaid,USPS,Cancelled,"23017 Grimes Lake Suite 430, Luistown, CO 96051",40431e94-5427-468a-9440-bd48edb4de12
1035,2025-08-21,2025-09-02,robert69,kbennett@example.net,997.729.9992,New Jakemouth,Turkmenistan,97072,Book,Education,310.2,1,310.2,Debit Card,Unpaid,UPS,Cancelled,"USNS Lee, FPO AE 71962",9886e6f6-4f03-48be-985f-d0b2a40fe465
1036,2025-05-30,2025-08-21,felicia83,plyons@example.com,+1-682-819-5102x19891,Stephanieborough,French Southern Territories,44119,Backpack,Accessories,635.01,1,635.01,Credit Card,Paid,DHL,Cancelled,"48067 Hector View Apt. 365, Port Hunterberg, WA 55800",9869f5e9-7155-4ce6-865e-b04c7fecd6fc
1037,2024-07-17,2025-07-26,markmiller,jared16@example.org,001-934-911-5782x251,South Teresa,Heard Island and McDonald Islands,40246,Water Bottle,Accessories,913.17,2,1826.34,Cash on Delivery,Unpaid,UPS,Pending,"88383 Amanda Neck, Beanfurt, MA 31402",109ef6a1-6ac8-4d94-828b-f3f8cf68cf9d
1038,2024-04-25,2025-04-18,christopher98,psutton@example.org,236.359.4413x34626,North Melaniehaven,Sri Lanka,30216,Smartphone,Electronics,891.96,4,3567.84,Credit Card,Paid,FedEx,Pending,"1840 Smith Drive, Nathanielshire, PW 22009",a61b14e8-4b2d-4684-8285-f1cb3113cdb3
1039,2023-12-13,2024-05-20,daniel71,ruth82@example.com,405.491.4907x3789,Sanchezbury,Aruba,73202,Water Bottle,Accessories,672.88,1,672.88,Debit Card,Paid,FedEx,Cancelled,"6746 Sheena Islands, North Jamesfurt, WV 16690",20ca2a2f-6b5c-4e30-9099-995e88908c79
1040,2024-12-26,2025-01-22,robert91,thomas68@example.com,953.377.4099,West Robertville,Guyana,20506,Headphones,Electronics,158.89,5,794.45,Cash on Delivery,Unpaid,FedEx,Pending,"6775 Timothy Green, Lake Anthonyton, NC 56774",1126a542-c0f5-4ced-9701-5c3269875b34
1041,2024-12-18,2025-05-12,kenneth14,fgordon@example.net,+1-332-455-5816x7584,Harveyberg,Tanzania,97254,Backpack,Accessories,907.07,2,1814.14,Cash on Delivery,Paid,FedEx,Pending,"16641 Dan Square, East Maryland, WY 56379",749c92c8-fb57-4e2e-9882-07a0cbc32953
1042,2024-07-19,2024-12-13,thompsonvanessa,kelseywilson@example.net,(417)955-2776,Lake Theresa,Martinique,32817,Watch,Fashion,768.81,5,3844.05,Credit Card,Paid,UPS,Shipped,"17820 Stephen Path Apt. 048, South Anita, CT 90517",be35c15e-9a8d-4672-8e4c-9c6422c80569
1043,2025-06-09,2025-08-28,cpierce,terrellbradley@example.com,630-913-7224,Port Joshua,Syrian Arab Republic,12038,Desk Lamp,Home Appliance,788.65,3,2365.95,PayPal,Unpaid,DHL,Pending,"7616 Nelson Loaf Apt. 308, East Jacob, WA 60692",cce0b089-36a4-4aab-943c-2e383f4b9522
1044,2025-04-19,2025-08-03,christopherwilson,david74@example.net,001-597-993-9185x54459,West Tiffanymouth,Turks and Caicos Islands,16527,Water Bottle,Accessories,415.1,5,2075.5,Debit Card,Unpaid,UPS,Delivered,"645 Williams Spur, Port Scott, MS 99403",97917417-fbed-4cb4-8858-2fbe9cc49186
1045,2023-09-17,2024-06-26,eburch,thomas33@example.net,(204)879-0679x34869,North Elizabethberg,Uzbekistan,39000,Backpack,Accessories,583.2,3,1749.6,Credit Card,Paid,USPS,Cancelled,"531 Jordan Locks, North Maryburgh, AZ 19028",1d072de4-9afd-4121-9a4f-9f2165914c43
1046,2025-05-18,2025-06-07,nathan22,nmorgan@example.org,(969)947-6951x92361,Juliaton,United Kingdom,55284,Water Bottle,Accessories,553.73,1,553.73,Debit Card,Paid,FedEx,Pending,"55858 William Groves, Padillachester, WV 71324",2419cddb-0d5a-4684-b2b5-aeb5060ed50e
1047,2024-10-21,2025-08-20,anthonyrichardson,walterewing@example.com,7258710082,Oconnorchester,Mauritius,55930,Desk Lamp,Home Appliance,350.31,2,700.62,Debit Card,Paid,DHL,Pending,"PSC 5777, Box 6594, APO AA 91043",6bf1192f-00f0-4df6-b126-a6ef818a0c10
1048,2024-11-29,2025-06-24,lsalazar,castillohannah@example.com,001-860-863-4463x302,Codytown,Lebanon,51072,Coffee Maker,Home Appliance,89.36,5,446.8,Cash on Delivery,Paid,USPS,Delivered,"170 Timothy Stravenue, Estradaton, PA 62595",76275a73-cc6d-4bed-a3b4-c6ed162494b7
1049,2025-05-04,2025-08-06,kelseyking,singhgary@example.com,295-842-0882,North Williamville,Grenada,72538,Watch,Fashion,86.31,3,258.93,PayPal,Paid,UPS,Pending,"PSC 5352, Box 9433, APO AP 66304",4ef177de-beb3-40da-9e36-3442b2bcafd6
1050,2025-03-31,2025-07-13,hchandler,tracy13@example.org,+1-568-293-2132,West Benjamin,Maldives,43169,Water Bottle,Accessories,870.62,2,1741.24,Cash on Delivery,Paid,USPS,Pending,"7775 Amy Viaduct, East Ashley, AZ 20446",22d437fb-fcff-4766-97b9-95ff439c5689
1051,2024-12-13,2025-04-04,ychang,syoung@example.net,(870)270-1357,Amandafort,Colombia,03992,Watch,Fashion,874.3,4,3497.2,Debit Card,Unpaid,UPS,Shipped,"62588 Brown Circles Apt. 981, Sarabury, DE 13196",646aaf2b-5844-4f48-9447-2e2e4f43ae57
1052,2025-01-07,2025-09-04,amy57,joseph63@example.net,491-648-2360x20062,Brownport,Tunisia,02203,Shoes,Fashion,951.65,4,3806.6,Debit Card,Paid,USPS,Delivered,"472 Jill Canyon, West Patrick, MA 17057",f7909c70-efda-478a-b351-8bcaaf54313b
1053,2024-02-08,2024-03-17,melissarobertson,lewissteven@example.com,+1-415-740-3006,New Anthony,Qatar,47056,Watch,Fashion,467.32,2,934.64,PayPal,Unpaid,USPS,Shipped,"6039 Christina Station Suite 384, Port Catherineborough, WI 66434",4fe569f2-7617-481d-b58c-bee37ee9c761
1054,2023-12-12,2025-03-17,colleen72,wduarte@example.com,001-514-239-3082,Brownchester,Brazil,93925,Water Bottle,Accessories,935.97,2,1871.94,Cash on Delivery,Unpaid,DHL,Cancelled,"0603 Johnson Meadows, Woodmouth, AL 57636",15552a35-0d23-4db1-a715-a5c7e92fb562
1055,2025-08-13,2025-09-05,patrickfranklin,rossmichael@example.com,585-213-1394,Gregoryfurt,Niger,48011,Desk Lamp,Home Appliance,735.65,1,735.65,Credit Card,Unpaid,FedEx,Pending,"13531 Cherry Rapids Suite 545, Michaelburgh, DE 89317",cd1d3a95-9bde-4cea-b3ab-c98a942163db
1056,2024-08-28,2024-09-19,msmith,porterwayne@example.net,8132772955,Jasonhaven,Saint Pierre and Miquelon,21980,Backpack,Accessories,275.41,5,1377.05,PayPal,Paid,UPS,Cancelled,"460 Lee Ridge, New Adam, DE 50731",899e1024-367b-4914-8cdb-a4170b189029
1057,2025-08-12,2025-08-14,iwallace,janicebrown@example.org,001-381-374-0127,Kathrynton,Uzbekistan,82603,Watch,Fashion,432.21,1,432.21,Cash on Delivery,Unpaid,UPS,Shipped,"631 Garcia Spur Suite 748, Lake Elizabeth, NV 52742",0bca612d-e59a-4a97-b574-35b9b2011ab0
1058,2025-01-22,2025-08-03,johnfisher,natalienicholson@example.net,(312)314-3535,West Alexandra,Hungary,00504,Book,Education,566.66,4,2266.64,Debit Card,Paid,DHL,Cancelled,"8928 Heather Centers Apt. 210, Lake Anthonyland, NM 80516",b39d6261-828a-4afc-b2c1-9fbc44e1d9b7
1059,2024-09-10,2025-03-16,urocha,tvalentine@example.org,+1-411-705-5359x482,Edwardstown,Cote d'Ivoire,82016,Laptop,Electronics,156.41,5,782.05,PayPal,Unpaid,FedEx,Delivered,"Unit 5216 Box 7005, DPO AA 59411",86075089-4d42-495a-8012-3c695a347a2b
1060,2023-11-12,2025-01-19,rachel70,wintersshannon@example.com,416-734-2354,Torresmouth,New Zealand,93003,Shoes,Fashion,980.87,2,1961.74,Debit Card,Unpaid,USPS,Shipped,"9762 Schmidt Branch, East Benjamin, OR 13412",8463f4d7-160b-4739-9179-4652856b1dfc
1061,2025-02-06,2025-04-25,mwilkinson,sallysanchez@example.com,887.271.7396x36615,Lake Sydney,Madagascar,08482,Water Bottle,Accessories,967.89,5,4839.45,Debit Card,Paid,DHL,Shipped,"951 Thomas Isle Suite 981, Tinaland, SC 57248",5b48999a-4999-4e23-8f8d-3fd6d4261b42
1062,2024-07-01,2024-09-03,gary41,zacharygallagher@example.net,977-275-0509,South Sarah,Aruba,89287,Headphones,Electronics,79.7,4,318.8,Cash on Delivery,Unpaid,DHL,Delivered,"603 Rivera Spurs Suite 004, North Angelica, WY 03825",13bcb657-af40-4c43-86af-f1f4c5a182c1
1063,2024-03-17,2024-10-16,erinayers,hamptonryan@example.org,(732)476-0107,North James,Mauritius,79125,Coffee Maker,Home Appliance,730.73,4,2922.92,Credit Card,Unpaid,DHL,Pending,"887 Kenneth Station, Mcdonaldland, VI 69641",2372829e-548e-4690-8e17-3c04873617b2
1064,2024-10-29,2025-01-20,xaustin,davisadam@example.com,(606)774-6927,Valerieport,Tokelau,14582,Book,Education,826.47,2,1652.94,PayPal,Unpaid,USPS,Pending,"58893 Clay Dam, Angelaland, HI 03142",b9a05f49-9479-45db-90b0-6e7ae9805a48
1065,2025-05-20,2025-07-09,marissaoneill,warrenjoshua@example.com,(208)513-4824x15536,East Edwin,Lithuania,21218,Desk Lamp,Home Appliance,687.49,3,2062.47,PayPal,Paid,DHL,Cancelled,"PSC 6864, Box 2720, APO AP 79170",26e69a3e-0df4-4e96-89ae-d88dccb1d6b1
1066,2024-04-04,2025-04-03,woodsharon,nancyward@example.org,(988)879-3647x586,Pereztown,Estonia,11225,Smartphone,Electronics,728.86,1,728.86,Credit Card,Unpaid,USPS,Shipped,"901 Gerald Manors Apt. 686, Palmerton, UT 43937",cfe0ec7c-809c-4aeb-98f6-23ccf3d97a56
1067,2025-06-20,2025-07-28,schneiderwillie,melody14@example.com,(412)747-6809,Lake Davidfurt,Gibraltar,98023,Coffee Maker,Home Appliance,444.16,5,2220.8,Debit Card,Paid,UPS,Shipped,"158 Anthony Valleys, Virginiafurt, FL 01852",2d011a1b-defa-4aeb-bb1a-5ae4bb55636e
1068,2024-07-29,2025-06-11,fowlerjessica,cynthia34@example.net,599.573.7449x28477,Ramseyburgh,Namibia,98847,Shoes,Fashion,730.51,5,3652.55,Credit Card,Paid,DHL,Cancelled,"PSC 3450, Box 2761, APO AA 21397",a8ebb9cf-781a-42f5-8e6a-932f7b78080d
1069,2024-11-27,2024-12-16,jason16,alane@example.net,202.842.2127,Trevinochester,New Caledonia,16235,Headphones,Electronics,353.53,4,1414.12,Cash on Delivery,Unpaid,FedEx,Cancelled,"96785 Dixon Lock, Morenoside, UT 85868",d798e452-9cfd-46dd-b750-1ada6bad3a37
1070,2024-11-16,2025-07-02,zpayne,fchristensen@example.net,643.839.5511x01955,Lake Jasonbury,United States of America,40371,Shoes,Fashion,507.13,4,2028.52,Credit Card,Unpaid,DHL,Pending,"1646 David Trafficway Suite 343, Port Nicoletown, AK 52191",20678f98-5462-4c60-be97-ce723ed5fd89
1071,2024-10-30,2025-01-13,timothy66,stephensmichael@example.net,+1-300-837-3908x58509,New Kathryn,Cuba,48738,Book,Education,95.93,5,479.65,Credit Card,Unpaid,FedEx,Shipped,"6646 Jason Stream Apt. 234, Josephport, CT 40239",824075c2-e2ca-41e6-9a9d-afc41ce6f084
1072,2024-09-27,2024-10-11,wrightleslie,ureed@example.org,655.648.9442x84612,Duartestad,Monaco,27519,Laptop,Electronics,785.38,1,785.38,Credit Card,Paid,UPS,Shipped,"08206 Richard Dale, Weberberg, ND 17487",f95166a8-7796-4e14-9aea-1e0560013571
1073,2024-08-26,2025-07-25,jennifer10,michellegilbert@example.org,433.868.5890,New Jessicahaven,Vietnam,76683,Watch,Fashion,773.96,2,1547.92,Cash on Delivery,Paid,UPS,Delivered,"887 Rivera Pike, New Colleen, MH 01366",0b26cdaa-91a8-422c-883f-dbcc3398886e
1074,2025-03-21,2025-07-07,bettycollins,mike70@example.com,001-653-989-8528,Robertstad,Lebanon,70693,Headphones,Electronics,918.9,4,3675.6,Cash on Delivery,Paid,USPS,Delivered,"PSC 6474, Box 9317, APO AE 07124",6a40d91c-8e07-4c1d-a7d0-e9af5b91cf29
1075,2025-05-09,2025-05-25,samanthahobbs,wmyers@example.org,001-812-788-9878x515,North Shawntown,Grenada,70962,Laptop,Electronics,272.99,5,1364.95,Cash on Delivery,Unpaid,UPS,Cancelled,"983 David Vista, North Logan, OH 22641",38e09432-1e45-48d1-a6f9-75bad8b2f2b6
1076,2024-05-27,2025-03-30,tpacheco,pnelson@example.org,5515655870,Port Thomas,Tanzania,99420,Water Bottle,Accessories,347.3,4,1389.2,Credit Card,Paid,FedEx,Cancelled,"53223 Randy Roads, Hallbury, AS 39460",c181d87d-b996-461d-8de1-c7a93259f0f7
1077,2024-07-27,2025-02-04,darlene58,ljohnson@example.org,001-819-721-8859,Fullerborough,Slovakia (Slovak Republic),06859,Desk Lamp,Home Appliance,378.04,3,1134.12,PayPal,Unpaid,UPS,Pending,"6780 Robert Springs Apt. 395, Port Maria, WY 59634",4edd0cf9-051d-44ec-955d-daa0ba7afd8c
1078,2025-06-20,2025-08-04,dhoffman,rwilson@example.org,(672)371-4678x929,Lake Victor,Dominican Republic,92658,Desk Lamp,Home Appliance,180.0,1,180.0,Debit Card,Paid,UPS,Shipped,"931 Powell Locks, Campbellfort, MS 49381",d0dc3af3-eabd-4b5b-9edb-2d51c4d9a8f2
1079,2024-07-12,2025-07-08,maria75,christy53@example.com,208.599.5698,Codyshire,Tunisia,63663,Backpack,Accessories,500.52,3,1501.56,Credit Card,Paid,FedEx,Delivered,"7681 Patrick Prairie Suite 977, North Dylanton, IL 48224",50145f65-be6b-42ab-8941-54b749dcd0a1
1080,2025-07-27,2025-08-13,brett49,gary40@example.org,9587070919,West Scottview,Bulgaria,18982,Book,Education,543.89,3,1631.67,Debit Card,Paid,USPS,Pending,"143 Pham Estates Apt. 641, Walkerside, WV 08679",54264a05-7e93-49c0-89d1-a9d7ca06f4d9
1081,2025-07-06,2025-07-11,donnawallace,jamie74@example.net,448-414-8198,New Alicia,Serbia,71497,Water Bottle,Accessories,432.22,4,1728.88,PayPal,Unpaid,FedEx,Shipped,"0051 Moon Roads, Kennethport, CA 17251",ce01dd16-74f1-4116-85bf-476d787d033b
1082,2023-12-22,2025-02-06,jacksonmichelle,joseph02@example.com,(445)476-9846x17873,South Stacyfort,Guadeloupe,76453,Coffee Maker,Home Appliance,150.84,3,452.52,Cash on Delivery,Paid,USPS,Delivered,"2201 Jillian Hollow Suite 183, Petermouth, AZ 33947",3a96a1c3-d1a4-45c0-a8f1-10ad90425df2
1083,2023-10-17,2025-01-07,cooknicole,shanefowler@example.org,(860)843-3793x05316,Colleenbury,Portugal,06647,Coffee Maker,Home Appliance,821.41,2,1642.82,PayPal,Paid,DHL,Delivered,"50759 Williams Rapids Suite 754, Williamsberg, MN 22680",d6da8266-5f85-4da8-b618-36668581d178
1084,2025-03-18,2025-04-14,rubenbarton,knightstephanie@example.net,001-751-704-2446x357,Lake Sherrychester,Croatia,90787,Smartphone,Electronics,402.24,2,804.48,Cash on Delivery,Unpaid,DHL,Shipped,"48144 Joseph Islands Apt. 430, Jamieberg, TX 31587",0692df3b-fc23-4853-a864-22aca809661d
1085,2023-09-21,2024-07-03,aliciaallen,balvarez@example.net,(866)966-1054,East Kathleenberg,El Salvador,52418,Desk Lamp,Home Appliance,277.82,2,555.64,PayPal,Unpaid,DHL,Pending,"4598 Lowe Drives, South Karenton, AZ 38486",a585fa68-f0ec-4e75-a650-0ab365417a9b
1086,2024-01-28,2025-05-09,michaelturner,jbarnett@example.org,646.382.2044x34928,Ruizshire,Egypt,22300,Headphones,Electronics,220.66,1,220.66,Cash on Delivery,Paid,USPS,Pending,"9452 David Forks, Wongport, MT 38630",b4556ffc-59f4-4d2c-a94a-e25ad0073301
1087,2024-09-26,2025-06-05,william96,lynnmelanie@example.net,(897)897-0859x805,Jacksonfurt,Bhutan,41765,Coffee Maker,Home Appliance,930.16,4,3720.64,Credit Card,Unpaid,UPS,Shipped,"3022 Sullivan Lane, Port Stephenborough, WV 36483",5b067fe0-3304-4df5-94ac-5a89a6687ebe
1088,2024-06-17,2024-09-05,simmonskyle,kferguson@example.com,240.529.1949,Aprilborough,Vanuatu,12917,Desk Lamp,Home Appliance,171.96,2,343.92,Debit Card,Paid,USPS,Pending,"2488 Lori Meadow Apt. 224, Perezshire, NC 52350",0eed7d3b-4fef-42c8-a84f-1ff9943cfa29
1089,2024-07-04,2024-08-22,mitchelljames,freemanelizabeth@example.org,2264360546,West Carolyn,Armenia,73057,Coffee Maker,Home Appliance,350.12,5,1750.6,Credit Card,Unpaid,UPS,Cancelled,"USNS Tucker, FPO AP 48077",f6a2a5ce-a525-4727-9095-990e2e47174c
1090,2024-11-21,2025-08-16,jedwards,castrophilip@example.net,001-558-608-7136x28150,Michaelstad,Singapore,15153,Coffee Maker,Home Appliance,276.11,2,552.22,Credit Card,Unpaid,UPS,Delivered,"34626 Michael Cliff Apt. 654, North Collinborough, NY 36477",7f4fff48-f02e-4ef2-af8d-f9570aa33353
1091,2024-11-28,2025-08-30,bradleysimmons,francescampbell@example.org,653-659-5843,Kennethfort,Honduras,68364,Book,Education,279.84,5,1399.2,Cash on Delivery,Paid,FedEx,Delivered,"385 Johnathan Route Apt. 480, West Lorimouth, NE 62697",254f1b77-abe0-4bc8-83ec-125e707eb5bb
1092,2024-11-01,2025-08-19,deborah45,fischerchristopher@example.org,702.597.9053x233,East Edwardton,Tuvalu,82593,Laptop,Electronics,94.64,3,283.92,PayPal,Unpaid,FedEx,Delivered,"13469 Jeff Row Suite 303, Rodriguezstad, LA 05143",0c56e82a-078c-4daf-9d2f-566ddd6936dc
1093,2025-04-04,2025-04-07,bradleysimmons,medinasharon@example.com,6806982819,Valdezshire,Bahrain,28626,Book,Education,913.86,4,3655.44,PayPal,Paid,FedEx,Cancelled,"12970 Hannah Islands, Nicholsonstad, CO 18579",bb622e7e-6a36-4650-9cf4-b32914392968
1094,2024-07-02,2025-08-14,fford,salazarkyle@example.com,738-418-9858,North Valeriemouth,Tokelau,99126,Book,Education,741.66,3,2224.98,Cash on Delivery,Unpaid,USPS,Pending,"582 Jenny Overpass, Charlesborough, PA 44850",5a1260e7-067b-45a6-86f2-e29417ba6043
1095,2024-01-31,2024-06-12,amandaguerra,eandrade@example.com,001-261-455-3678x383,Allenhaven,Malawi,16059,Water Bottle,Accessories,627.88,1,627.88,Cash on Delivery,Paid,USPS,Cancelled,"208 Bates Summit Apt. 239, Port Gerald, UT 25722",df905c6c-5633-41c3-8131-a8378194842f
1096,2023-10-16,2025-01-04,sbaker,anthonyjohn@example.org,897.301.7064,Donnaland,Tunisia,69500,Backpack,Accessories,493.58,4,1974.32,Cash on Delivery,Paid,UPS,Shipped,"4605 Adams Mountains, Gregoryborough, MS 71897",fb67d589-1046-4d61-929f-f6365897c227
1097,2024-07-28,2025-04-01,vincentperkins,jason63@example.net,788.284.6304x8461,Ericland,Germany,09340,Backpack,Accessories,283.38,5,1416.9,Cash on Delivery,Paid,FedEx,Cancelled,"85603 Tyler Divide, Lake Jennifer, FM 84497",86be9c29-f554-447c-92aa-a5a93f80a831
1098,2024-09-23,2025-01-15,scottrachel,newmanvictor@example.net,+1-530-795-8860x9474,West Joshuabury,Algeria,15710,Headphones,Electronics,50.27,5,251.35,PayPal,Paid,DHL,Cancelled,"34800 Suzanne Manors Suite 923, New Amber, KS 43136",faacad2b-3423-43df-9d4c-5ad75f1c5021
1099,2024-03-11,2024-08-09,wellsrachael,nelsonannette@example.net,001-530-826-6624x7915,Lake Barbara,Congo,35138,Book,Education,387.0,4,1548.0,Credit Card,Unpaid,UPS,Delivered,"64982 Johnson Isle, East Kellyshire, MS 67834",19d6b10f-94c6-4de0-9099-f748db68b079
1100,2024-03-09,2025-07-25,lauracastaneda,aperez@example.com,001-523-721-4430x01886,Blakemouth,Russian Federation,41289,Desk Lamp,Home Appliance,737.12,2,1474.24,Cash on Delivery,Paid,USPS,Cancelled,"895 Andrew Walks Apt. 205, Hillshire, NY 92757",b87d5cfa-645c-4f84-b3b2-51eaf4a9ebf9
1101,2024-11-25,2025-01-20,kimberly12,gonzalezelizabeth@example.org,386.594.1530,Jacksonville,Switzerland,57228,Smartphone,Electronics,159.3,1,159.3,Cash on Delivery,Unpaid,USPS,Delivered,"7426 Stacey Junction Apt. 245, Robertstown, ID 94399",14adb470-0ae9-42bb-b87d-c7d96de90fa8
1102,2025-06-20,2025-08-10,nenglish,joseph62@example.org,817-521-6986x4273,Allenland,Dominica,46482,Coffee Maker,Home Appliance,313.39,3,940.17,Cash on Delivery,Paid,UPS,Delivered,"4850 Cisneros Courts, Gutierrezton, MT 60070",37a39d98-c4ea-4339-ac63-5cfbf16d35af
1103,2024-06-07,2025-06-24,gabriellarocha,henryryan@example.net,9324505790,Lake Angelaberg,Serbia,84964,Smartphone,Electronics,65.22,5,326.1,Cash on Delivery,Paid,UPS,Delivered,"93025 Emily Common Suite 895, Jacksonfort, RI 22709",e98f9d6c-d087-43dd-8088-d5ee47b66c23
1104,2023-11-17,2024-12-03,tammie70,nicole56@example.net,+1-462-909-1140x466,North Leslie,Kiribati,94804,Backpack,Accessories,373.24,5,1866.2,Debit Card,Paid,FedEx,Cancelled,"716 Christy Cove, Grayland, WA 06453",32c5c6bc-3602-41fb-bb2b-4af76e55826e
1105,2024-06-24,2025-07-20,josebaker,aaron56@example.org,001-505-635-5188x199,Joneschester,Chile,89970,Laptop,Electronics,144.34,2,288.68,PayPal,Paid,UPS,Cancelled,"79762 Melissa Dale, East David, IN 02469",5bdd9086-d3ed-4b3c-ad6b-c0bdd5cf2db9
